audio, image, foil, correct, sample, time, trigger, group, i_trial, block, response_time, subject
coin, coin, M, 1, 443445, 366.535, 4, 203, 99, B1, 1.521, WPM_02
cap, cap, M, 1, 447235, 369.667, 4, 203, 100, B1, 1.494, WPM_02
dirt, stones, S, 0, 31894, 26.363, 3, 302, 1, B2, 1.956, WPM_02
dock, dock, M, 1, 36379, 30.07, 4, 203, 2, B2, 1.536, WPM_02
comb, comb, M, 1, 40178, 33.21, 4, 203, 3, B2, 1.429, WPM_02
kick, tick, I, 1, 43868, 36.26, 1, 201, 4, B2, 1.645, WPM_02
coin, coin, M, 1, 47800, 39.51, 4, 203, 5, B2, 1.329, WPM_02
tub, tub, M, 1, 51300, 42.403, 4, 203, 6, B2, 1.457, WPM_02
duck, duck, M, 1, 54959, 45.428, 4, 203, 7, B2, 1.597, WPM_02
part, tart, I, 1, 58850, 48.644, 1, 201, 8, B2, 1.738, WPM_02
bud, leaf, S, 1, 62901, 51.992, 3, 202, 9, B2, 1.662, WPM_02
pick, puck, V, 1, 66808, 55.222, 2, 201, 10, B2, 1.93, WPM_02
kite, balloon, S, 1, 71102, 58.771, 3, 202, 11, B2, 1.589, WPM_02
bug, bug, M, 1, 75038, 62.024, 4, 203, 12, B2, 1.458, WPM_02
tack, tack, M, 1, 78766, 65.106, 4, 203, 13, B2, 1.504, WPM_02
bead, ring, S, 1, 82517, 68.206, 3, 202, 14, B2, 1.742, WPM_02
cup, cup, M, 1, 86575, 71.56, 4, 203, 15, B2, 1.539, WPM_02
pop, pot, F, 1, 90378, 74.704, 1, 201, 16, B2, 2.073, WPM_02
tape, paperclip, S, 1, 94829, 78.383, 3, 202, 17, B2, 2.021, WPM_02
gun, gum, F, 1, 99234, 82.024, 1, 201, 18, B2, 1.976, WPM_02
king, queen, S, 1, 103517, 85.564, 3, 202, 19, B2, 1.565, WPM_02
peak, peak, M, 1, 107350, 88.732, 4, 203, 20, B2, 1.773, WPM_02
cake, cake, M, 0, 111450, 92.121, 4, 303, 21, B2, 1.739, WPM_02
pot, pot, M, 0, 115505, 95.473, 4, 303, 22, B2, 1.839, WPM_02
barn, barn, M, 1, 119644, 98.894, 4, 203, 23, B2, 1.375, WPM_02
dine, dime, F, 1, 123238, 101.865, 1, 201, 24, B2, 1.717, WPM_02
peg, peg, M, 1, 127260, 105.189, 4, 203, 25, B2, 1.678, WPM_02
peck, peck, M, 1, 131198, 108.444, 4, 203, 26, B2, 1.57, WPM_02
pen, pen, M, 1, 135041, 111.621, 4, 203, 27, B2, 1.552, WPM_02
cob, cub, V, 1, 138878, 114.792, 2, 201, 28, B2, 1.961, WPM_02
boot, sneaker, S, 1, 143187, 118.354, 3, 202, 29, B2, 1.674, WPM_02
gate, gate, M, 1, 147130, 121.613, 4, 203, 30, B2, 1.528, WPM_02
cape, cop, V, 1, 150921, 124.747, 2, 201, 31, B2, 1.741, WPM_02
bean, bean, M, 1, 154926, 128.057, 4, 203, 32, B2, 1.525, WPM_02
beam, bean, F, 1, 158668, 131.15, 1, 201, 33, B2, 1.765, WPM_02
cane, crutch, S, 1, 162767, 134.538, 3, 202, 34, B2, 1.668, WPM_02
bark, meow, S, 0, 166731, 137.815, 3, 302, 35, B2, 1.551, WPM_02
pod, pot, F, 1, 170567, 140.985, 1, 201, 36, B2, 1.73, WPM_02
boot, boot, M, 1, 174606, 144.324, 4, 203, 37, B2, 1.447, WPM_02
cap, cap, M, 1, 178253, 147.338, 4, 203, 38, B2, 1.59, WPM_02
gown, gown, M, 1, 182114, 150.53, 4, 203, 39, B2, 1.32, WPM_02
tap, cap, I, 1, 185650, 153.452, 1, 201, 40, B2, 1.696, WPM_02
bake, bite, V, 1, 189652, 156.76, 2, 201, 41, B2, 1.601, WPM_02
boat, boat, M, 1, 193523, 159.96, 4, 203, 42, B2, 1.499, WPM_02
bone, bone, M, 1, 197288, 163.072, 4, 203, 43, B2, 1.319, WPM_02
bet, pet, I, 1, 200841, 166.009, 1, 201, 44, B2, 1.815, WPM_02
tongue, tongue, M, 1, 204976, 169.427, 4, 203, 45, B2, 1.505, WPM_02
beard, beard, M, 1, 208755, 172.55, 4, 203, 46, B2, 1.924, WPM_02
dip, dip, M, 1, 213019, 176.075, 4, 203, 47, B2, 1.624, WPM_02
can, cane, V, 1, 216880, 179.266, 2, 201, 48, B2, 1.652, WPM_02
date, watch, S, 1, 220824, 182.526, 3, 202, 49, B2, 2.035, WPM_02
pup, pup, M, 1, 225256, 186.189, 4, 203, 50, B2, 1.653, WPM_02
bid, bid, M, 1, 229219, 189.465, 4, 203, 51, B2, 1.685, WPM_02
bit, pit, I, 1, 233146, 192.711, 1, 201, 52, B2, 1.811, WPM_02
buck, duck, I, 1, 237292, 196.138, 1, 201, 53, B2, 1.625, WPM_02
bike, skateboard, S, 1, 241206, 199.373, 3, 202, 54, B2, 1.474, WPM_02
park, park, M, 1, 244884, 202.413, 4, 203, 55, B2, 1.496, WPM_02
pad, pencil, S, 1, 248640, 205.518, 3, 202, 56, B2, 1.442, WPM_02
gang, motorcycle, S, 1, 252334, 208.571, 3, 202, 57, B2, 1.825, WPM_02
dot, dot, M, 1, 256452, 211.975, 4, 203, 58, B2, 1.459, WPM_02
dime, dime, M, 1, 260159, 215.039, 4, 203, 59, B2, 1.295, WPM_02
pet, pet, M, 1, 263659, 217.932, 4, 203, 60, B2, 1.637, WPM_02
bait, boot, V, 1, 267580, 221.173, 2, 201, 61, B2, 1.563, WPM_02
guard, guard, M, 1, 271416, 224.344, 4, 203, 62, B2, 1.331, WPM_02
pin, pin, M, 1, 274931, 227.249, 4, 203, 63, B2, 1.449, WPM_02
bird, bird, M, 1, 278639, 230.314, 4, 203, 64, B2, 1.468, WPM_02
bite, beet, V, 1, 282316, 233.353, 2, 201, 65, B2, 1.684, WPM_02
beak, beak, M, 1, 286295, 236.642, 4, 203, 66, B2, 1.758, WPM_02
cart, cart, M, 1, 290354, 239.997, 4, 203, 67, B2, 1.54, WPM_02
dig, rake, S, 1, 294166, 243.148, 3, 202, 68, B2, 1.727, WPM_02
pat, pan, F, 1, 298196, 246.479, 1, 201, 69, B2, 1.739, WPM_02
bag, bag, M, 1, 302192, 249.782, 4, 203, 70, B2, 1.524, WPM_02
coop, cup, V, 1, 305992, 252.923, 2, 201, 71, B2, 1.61, WPM_02
gong, bell, S, 0, 309834, 256.099, 3, 302, 72, B2, 1.837, WPM_02
back, pack, I, 1, 314005, 259.546, 1, 201, 73, B2, 2.003, WPM_02
bib, bib, M, 1, 318381, 263.163, 4, 203, 74, B2, 1.609, WPM_02
book, newspaper, S, 1, 322275, 266.382, 3, 202, 75, B2, 1.565, WPM_02
palm, palm, M, 1, 326117, 269.558, 4, 203, 76, B2, 1.631, WPM_02
keg, keg, M, 1, 330040, 272.8, 4, 203, 77, B2, 1.473, WPM_02
card, card, M, 1, 333776, 275.888, 4, 203, 78, B2, 1.88, WPM_02
bat, bird, S, 1, 337994, 279.375, 3, 202, 79, B2, 2.299, WPM_02
team, teen, F, 1, 342720, 283.281, 1, 201, 80, B2, 1.668, WPM_02
babe, bib, V, 1, 346688, 286.561, 2, 201, 81, B2, 1.806, WPM_02
bed, bed, M, 1, 350765, 289.931, 4, 203, 82, B2, 1.398, WPM_02
big, pig, I, 1, 354344, 292.889, 1, 201, 83, B2, 1.609, WPM_02
time, time, M, 1, 358244, 296.113, 4, 203, 84, B2, 1.618, WPM_02
pan, pan, M, 0, 362136, 299.33, 4, 303, 85, B2, 1.644, WPM_02
cod, cot, F, 1, 366072, 302.583, 1, 201, 86, B2, 1.67, WPM_02
cone, pyramid, S, 1, 369997, 305.827, 3, 202, 87, B2, 1.798, WPM_02
dart, dart, M, 1, 374124, 309.239, 4, 203, 88, B2, 1.757, WPM_02
cat, cat, M, 1, 378182, 312.593, 4, 203, 89, B2, 1.544, WPM_02
beet, bat, V, 1, 381993, 315.743, 2, 201, 90, B2, 1.625, WPM_02
bad, bag, F, 1, 385932, 318.999, 1, 201, 91, B2, 1.665, WPM_02
type, handwrite, S, 1, 389895, 322.274, 3, 202, 92, B2, 1.704, WPM_02
gum, gum, M, 1, 393911, 325.594, 4, 203, 93, B2, 1.601, WPM_02
beg, peg, I, 1, 397802, 328.81, 1, 201, 94, B2, 1.859, WPM_02
pit, pit, M, 1, 401960, 332.247, 4, 203, 95, B2, 1.508, WPM_02
cop, cog, F, 1, 405721, 335.356, 1, 201, 96, B2, 1.694, WPM_02
den, den, M, 0, 409726, 338.666, 4, 303, 97, B2, 1.878, WPM_02
pig, cow, S, 1, 413947, 342.155, 3, 202, 98, B2, 1.545, WPM_02
calm, palm, I, 1, 417716, 345.27, 1, 201, 99, B2, 1.647, WPM_02
tag, tag, M, 1, 421648, 348.52, 4, 203, 100, B2, 1.495, WPM_02
gang, motorcycle, S, 1, 29421, 24.319, 3, 202, 1, B1, 2.414, WPM_03
cake, cake, M, 1, 34678, 28.664, 4, 203, 2, B1, 1.206, WPM_03
guard, guard, M, 1, 38138, 31.524, 4, 203, 3, B1, 1.408, WPM_03
pat, pan, F, 1, 41815, 34.563, 1, 201, 4, B1, 1.419, WPM_03
dig, rake, S, 1, 45481, 37.593, 3, 202, 5, B1, 1.369, WPM_03
team, teen, F, 1, 49082, 40.57, 1, 201, 6, B1, 1.266, WPM_03
comb, comb, M, 1, 52585, 43.465, 4, 203, 7, B1, 1.332, WPM_03
bead, ring, S, 1, 56172, 46.43, 3, 202, 8, B1, 1.472, WPM_03
date, watch, S, 1, 59855, 49.474, 3, 202, 9, B1, 1.241, WPM_03
beak, beak, M, 1, 63301, 52.323, 4, 203, 10, B1, 1.364, WPM_03
bet, pet, I, 0, 66884, 55.284, 1, 301, 11, B1, 1.833, WPM_03
beet, bat, V, 1, 71076, 58.749, 2, 201, 12, B1, 1.487, WPM_03
beard, beard, M, 1, 74844, 61.864, 4, 203, 13, B1, 1.354, WPM_03
pup, pup, M, 1, 78467, 64.858, 4, 203, 14, B1, 1.403, WPM_03
gong, bell, S, 1, 82131, 67.887, 3, 202, 15, B1, 1.304, WPM_03
dock, dock, M, 1, 85674, 70.815, 4, 203, 16, B1, 1.461, WPM_03
cop, cog, F, 1, 89382, 73.88, 1, 201, 17, B1, 1.256, WPM_03
pit, pit, M, 0, 92898, 76.786, 4, 303, 18, B1, 1.427, WPM_03
bit, pit, I, 0, 96515, 79.776, 1, 301, 19, B1, 1.516, WPM_03
pet, pet, M, 1, 100296, 82.901, 4, 203, 20, B1, 1.535, WPM_03
cape, cop, V, 1, 104085, 86.033, 2, 201, 21, B1, 1.31, WPM_03
park, park, M, 1, 107627, 88.961, 4, 203, 22, B1, 1.324, WPM_03
back, pack, I, 0, 111166, 91.886, 1, 301, 23, B1, 1.752, WPM_03
bean, bean, M, 1, 115256, 95.267, 4, 203, 24, B1, 1.311, WPM_03
cart, cart, M, 1, 118729, 98.137, 4, 203, 25, B1, 1.411, WPM_03
gate, gate, M, 1, 122413, 101.182, 4, 203, 26, B1, 1.28, WPM_03
can, cane, V, 1, 125928, 104.088, 2, 201, 27, B1, 1.499, WPM_03
pot, pot, M, 1, 129690, 107.197, 4, 203, 28, B1, 2.097, WPM_03
cat, cat, M, 1, 134199, 110.924, 4, 203, 29, B1, 1.386, WPM_03
card, card, M, 1, 137814, 113.912, 4, 203, 30, B1, 1.332, WPM_03
den, den, M, 1, 141373, 116.854, 4, 203, 31, B1, 1.7, WPM_03
pen, pen, M, 1, 145378, 120.164, 4, 203, 32, B1, 1.151, WPM_03
cane, crutch, S, 1, 148828, 123.016, 3, 202, 33, B1, 1.486, WPM_03
cup, cup, M, 0, 152586, 126.122, 4, 303, 34, B1, 1.61, WPM_03
dirt, stones, S, 1, 156509, 129.365, 3, 202, 35, B1, 1.699, WPM_03
bud, leaf, S, 1, 160510, 132.672, 3, 202, 36, B1, 1.445, WPM_03
gown, gown, M, 1, 164218, 135.737, 4, 203, 37, B1, 1.448, WPM_03
pop, pot, F, 1, 167924, 138.8, 1, 201, 38, B1, 1.757, WPM_03
bad, bag, F, 1, 171998, 142.167, 1, 201, 39, B1, 1.536, WPM_03
pad, pencil, S, 1, 175897, 145.39, 3, 202, 40, B1, 1.209, WPM_03
dot, dot, M, 1, 179345, 148.24, 4, 203, 41, B1, 1.278, WPM_03
kite, balloon, S, 1, 182861, 151.146, 3, 202, 42, B1, 1.228, WPM_03
keg, keg, M, 1, 186291, 153.981, 4, 203, 43, B1, 1.431, WPM_03
pod, pot, F, 1, 189995, 157.043, 1, 201, 44, B1, 1.412, WPM_03
tongue, tongue, M, 1, 193666, 160.077, 4, 203, 45, B1, 1.437, WPM_03
kick, tick, I, 1, 197305, 163.085, 1, 201, 46, B1, 1.347, WPM_03
bib, bib, M, 1, 200898, 166.055, 4, 203, 47, B1, 1.272, WPM_03
cod, cot, F, 1, 204400, 168.95, 1, 201, 48, B1, 1.303, WPM_03
book, newspaper, S, 1, 207948, 171.882, 3, 202, 49, B1, 1.466, WPM_03
bird, bird, M, 1, 211621, 174.918, 4, 203, 50, B1, 1.186, WPM_03
bid, bid, M, 1, 215070, 177.769, 4, 203, 51, B1, 1.685, WPM_03
tap, cap, I, 1, 219053, 181.061, 1, 201, 52, B1, 1.381, WPM_03
peak, peak, M, 1, 222668, 184.049, 4, 203, 53, B1, 1.483, WPM_03
time, time, M, 1, 226373, 187.112, 4, 203, 54, B1, 1.411, WPM_03
bite, beet, V, 1, 230043, 190.145, 2, 201, 55, B1, 1.302, WPM_03
bake, bite, V, 1, 233588, 193.075, 2, 201, 56, B1, 1.416, WPM_03
gum, gum, M, 1, 237272, 196.12, 4, 203, 57, B1, 1.396, WPM_03
barn, barn, M, 1, 240926, 199.141, 4, 203, 58, B1, 1.477, WPM_03
peg, peg, M, 1, 244654, 202.222, 4, 203, 59, B1, 1.632, WPM_03
beam, bean, F, 1, 248657, 205.531, 1, 201, 60, B1, 1.721, WPM_03
bug, bug, M, 1, 252681, 208.857, 4, 203, 61, B1, 1.486, WPM_03
pin, pin, M, 1, 256421, 211.948, 4, 203, 62, B1, 1.293, WPM_03
bone, bone, M, 1, 259966, 214.878, 4, 203, 63, B1, 1.296, WPM_03
tub, tub, M, 1, 263433, 217.744, 4, 203, 64, B1, 1.362, WPM_03
pick, puck, V, 1, 267046, 220.73, 2, 201, 65, B1, 1.555, WPM_03
cone, pyramid, S, 1, 270877, 223.897, 3, 202, 66, B1, 1.741, WPM_03
tag, tag, M, 1, 274951, 227.264, 4, 203, 67, B1, 1.348, WPM_03
dip, dip, M, 1, 278475, 230.177, 4, 203, 68, B1, 1.292, WPM_03
dine, dime, F, 1, 282020, 233.107, 1, 201, 69, B1, 1.66, WPM_03
buck, duck, I, 1, 285956, 236.361, 1, 201, 70, B1, 1.444, WPM_03
bed, bed, M, 1, 289681, 239.44, 4, 203, 71, B1, 1.27, WPM_03
palm, palm, M, 1, 293152, 242.309, 4, 203, 72, B1, 1.354, WPM_03
dime, dime, M, 1, 296742, 245.276, 4, 203, 73, B1, 1.122, WPM_03
big, pig, I, 1, 300197, 248.132, 1, 201, 74, B1, 1.435, WPM_03
calm, palm, I, 1, 303830, 251.135, 1, 201, 75, B1, 1.443, WPM_03
bat, bird, S, 1, 307546, 254.206, 3, 202, 76, B1, 1.339, WPM_03
king, queen, S, 1, 311141, 257.178, 3, 202, 77, B1, 1.384, WPM_03
type, handwrite, S, 1, 314715, 260.132, 3, 202, 78, B1, 1.421, WPM_03
tape, paperclip, S, 1, 318373, 263.155, 3, 202, 79, B1, 1.253, WPM_03
babe, bib, V, 1, 321817, 266.002, 2, 201, 80, B1, 1.355, WPM_03
gun, gum, F, 1, 325405, 268.968, 1, 201, 81, B1, 1.19, WPM_03
dart, dart, M, 1, 328856, 271.82, 4, 203, 82, B1, 1.17, WPM_03
boot, sneaker, S, 1, 332289, 274.658, 3, 202, 83, B1, 1.339, WPM_03
bag, bag, M, 1, 335874, 277.621, 4, 203, 84, B1, 1.123, WPM_03
bike, skateboard, S, 1, 339329, 280.477, 3, 202, 85, B1, 1.205, WPM_03
pig, cow, S, 1, 342766, 283.318, 3, 202, 86, B1, 1.195, WPM_03
pan, pan, M, 0, 346212, 286.166, 4, 303, 87, B1, 1.639, WPM_03
bark, meow, S, 1, 350173, 289.44, 3, 202, 88, B1, 1.747, WPM_03
boot, boot, M, 1, 354272, 292.828, 4, 203, 89, B1, 1.517, WPM_03
part, tart, I, 1, 358054, 295.954, 1, 201, 90, B1, 1.443, WPM_03
tack, tack, M, 1, 361746, 299.006, 4, 203, 91, B1, 1.366, WPM_03
boat, boat, M, 1, 365348, 301.983, 4, 203, 92, B1, 1.234, WPM_03
bait, boot, V, 1, 368803, 304.839, 2, 201, 93, B1, 1.305, WPM_03
peck, peck, M, 1, 372353, 307.773, 4, 203, 94, B1, 1.498, WPM_03
beg, peg, I, 1, 376114, 310.882, 1, 201, 95, B1, 1.362, WPM_03
duck, duck, M, 0, 379717, 313.86, 4, 303, 96, B1, 1.416, WPM_03
coop, cup, V, 1, 383388, 316.894, 2, 201, 97, B1, 1.388, WPM_03
cob, cub, V, 1, 386970, 319.855, 2, 201, 98, B1, 1.344, WPM_03
coin, coin, M, 1, 390552, 322.816, 4, 203, 99, B1, 1.153, WPM_03
cap, cap, M, 1, 393977, 325.647, 4, 203, 100, B1, 1.201, WPM_03
dirt, stones, S, 1, 24505, 20.255, 3, 202, 1, B2, 1.443, WPM_03
dock, dock, M, 1, 37026, 30.605, 4, 203, 2, B2, 1.225, WPM_03
comb, comb, M, 1, 40453, 33.437, 4, 203, 3, B2, 1.159, WPM_03
kick, tick, I, 1, 43885, 36.274, 1, 201, 4, B2, 1.577, WPM_03
coin, coin, M, 1, 47752, 39.47, 4, 203, 5, B2, 1.122, WPM_03
tub, tub, M, 1, 51146, 42.276, 4, 203, 6, B2, 1.273, WPM_03
duck, duck, M, 1, 54580, 45.114, 4, 203, 7, B2, 1.55, WPM_03
part, tart, I, 1, 58397, 48.269, 1, 201, 8, B2, 1.294, WPM_03
bud, leaf, S, 1, 61885, 51.152, 3, 202, 9, B2, 1.339, WPM_03
pick, puck, V, 1, 65398, 54.056, 2, 201, 10, B2, 1.443, WPM_03
kite, balloon, S, 1, 69091, 57.108, 3, 202, 11, B2, 1.305, WPM_03
bug, bug, M, 1, 72596, 60.005, 4, 203, 12, B2, 1.215, WPM_03
tack, tack, M, 1, 76029, 62.843, 4, 203, 13, B2, 1.171, WPM_03
bead, ring, S, 1, 79471, 65.688, 3, 202, 14, B2, 1.365, WPM_03
cup, cup, M, 0, 83073, 68.665, 4, 303, 15, B2, 1.388, WPM_03
pop, pot, F, 1, 86688, 71.653, 1, 201, 16, B2, 1.323, WPM_03
tape, paperclip, S, 1, 90237, 74.587, 3, 202, 17, B2, 1.266, WPM_03
gun, gum, F, 1, 93728, 77.472, 1, 201, 18, B2, 1.097, WPM_03
king, queen, S, 1, 97108, 80.266, 3, 202, 19, B2, 1.295, WPM_03
peak, peak, M, 1, 100623, 83.171, 4, 203, 20, B2, 1.427, WPM_03
cake, cake, M, 0, 104292, 86.204, 4, 303, 21, B2, 1.506, WPM_03
pot, pot, M, 0, 108052, 89.312, 4, 303, 22, B2, 1.296, WPM_03
barn, barn, M, 1, 111573, 92.222, 4, 203, 23, B2, 1.072, WPM_03
dine, dime, F, 0, 114993, 95.049, 1, 301, 24, B2, 1.283, WPM_03
peg, peg, M, 1, 118436, 97.895, 4, 203, 25, B2, 1.465, WPM_03
peck, peck, M, 1, 122112, 100.933, 4, 203, 26, B2, 1.402, WPM_03
pen, pen, M, 1, 125762, 103.95, 4, 203, 27, B2, 1.244, WPM_03
cob, cub, V, 1, 129222, 106.81, 2, 201, 28, B2, 1.651, WPM_03
boot, sneaker, S, 1, 133155, 110.061, 3, 202, 29, B2, 1.417, WPM_03
gate, gate, M, 1, 136816, 113.087, 4, 203, 30, B2, 1.129, WPM_03
cape, cop, V, 1, 140242, 115.919, 2, 201, 31, B2, 1.282, WPM_03
bean, bean, M, 0, 143747, 118.816, 4, 303, 32, B2, 1.357, WPM_03
beam, bean, F, 1, 147279, 121.735, 1, 201, 33, B2, 1.51, WPM_03
cane, crutch, S, 1, 151054, 124.856, 3, 202, 34, B2, 1.566, WPM_03
bark, meow, S, 1, 154900, 128.035, 3, 202, 35, B2, 1.757, WPM_03
pod, pot, F, 1, 158962, 131.392, 1, 201, 36, B2, 1.354, WPM_03
boot, boot, M, 1, 162496, 134.313, 4, 203, 37, B2, 1.249, WPM_03
cap, cap, M, 1, 165898, 137.125, 4, 203, 38, B2, 1.192, WPM_03
gown, gown, M, 1, 169329, 139.961, 4, 203, 39, B2, 1.099, WPM_03
tap, cap, I, 1, 172771, 142.806, 1, 201, 40, B2, 1.469, WPM_03
bake, bite, V, 1, 176491, 145.881, 2, 201, 41, B2, 1.563, WPM_03
boat, boat, M, 0, 180323, 149.048, 4, 303, 42, B2, 1.534, WPM_03
bone, bone, M, 1, 184124, 152.19, 4, 203, 43, B2, 1.127, WPM_03
bet, pet, I, 1, 187560, 155.03, 1, 201, 44, B2, 1.992, WPM_03
tongue, tongue, M, 1, 191923, 158.636, 4, 203, 45, B2, 1.224, WPM_03
beard, beard, M, 1, 195351, 161.47, 4, 203, 46, B2, 1.073, WPM_03
dip, dip, M, 1, 198785, 164.308, 4, 203, 47, B2, 1.1, WPM_03
can, cane, V, 1, 202169, 167.105, 2, 201, 48, B2, 1.394, WPM_03
date, watch, S, 1, 205793, 170.101, 3, 202, 49, B2, 1.33, WPM_03
pup, pup, M, 1, 209339, 173.032, 4, 203, 50, B2, 1.17, WPM_03
bid, bid, M, 1, 212779, 175.875, 4, 203, 51, B2, 2.078, WPM_03
bit, pit, I, 1, 217196, 179.526, 1, 201, 52, B2, 1.775, WPM_03
buck, duck, I, 1, 221295, 182.914, 1, 201, 53, B2, 1.559, WPM_03
bike, skateboard, S, 1, 225129, 186.083, 3, 202, 54, B2, 1.292, WPM_03
park, park, M, 1, 228594, 188.947, 4, 203, 55, B2, 1.419, WPM_03
pad, pencil, S, 1, 232254, 191.972, 3, 202, 56, B2, 1.398, WPM_03
gang, motorcycle, S, 1, 235831, 194.929, 3, 202, 57, B2, 1.26, WPM_03
dot, dot, M, 1, 239286, 197.785, 4, 203, 58, B2, 1.252, WPM_03
dime, dime, M, 1, 242749, 200.647, 4, 203, 59, B2, 1.286, WPM_03
pet, pet, M, 0, 246266, 203.554, 4, 303, 60, B2, 1.904, WPM_03
bait, boot, V, 1, 250523, 207.073, 2, 201, 61, B2, 1.349, WPM_03
guard, guard, M, 1, 254103, 210.032, 4, 203, 62, B2, 1.202, WPM_03
pin, pin, M, 1, 257498, 212.838, 4, 203, 63, B2, 1.193, WPM_03
bird, bird, M, 1, 260935, 215.679, 4, 203, 64, B2, 1.153, WPM_03
bite, beet, V, 1, 264319, 218.476, 2, 201, 65, B2, 1.367, WPM_03
beak, beak, M, 1, 267934, 221.464, 4, 203, 66, B2, 1.316, WPM_03
cart, cart, M, 1, 271468, 224.385, 4, 203, 67, B2, 1.34, WPM_03
dig, rake, S, 1, 275038, 227.336, 3, 202, 68, B2, 1.263, WPM_03
pat, pan, F, 1, 278518, 230.212, 1, 201, 69, B2, 1.347, WPM_03
bag, bag, M, 1, 282093, 233.167, 4, 203, 70, B2, 1.177, WPM_03
coop, cup, V, 1, 285539, 236.016, 2, 201, 71, B2, 1.532, WPM_03
gong, bell, S, 1, 289332, 239.151, 3, 202, 72, B2, 1.235, WPM_03
back, pack, I, 1, 292768, 241.991, 1, 201, 73, B2, 1.712, WPM_03
bib, bib, M, 1, 296738, 245.272, 4, 203, 74, B2, 1.188, WPM_03
book, newspaper, S, 1, 300124, 248.071, 3, 202, 75, B2, 1.207, WPM_03
palm, palm, M, 1, 303551, 250.904, 4, 203, 76, B2, 1.383, WPM_03
keg, keg, M, 1, 307118, 253.852, 4, 203, 77, B2, 1.098, WPM_03
card, card, M, 1, 310548, 256.687, 4, 203, 78, B2, 1.14, WPM_03
bat, bird, S, 1, 313938, 259.489, 3, 202, 79, B2, 1.358, WPM_03
team, teen, F, 1, 317523, 262.452, 1, 201, 80, B2, 1.157, WPM_03
babe, bib, V, 1, 320950, 265.285, 2, 201, 81, B2, 1.579, WPM_03
bed, bed, M, 1, 324806, 268.472, 4, 203, 82, B2, 1.137, WPM_03
big, pig, I, 1, 328234, 271.306, 1, 201, 83, B2, 1.377, WPM_03
time, time, M, 1, 331849, 274.294, 4, 203, 84, B2, 1.279, WPM_03
pan, pan, M, 0, 335342, 277.181, 4, 303, 85, B2, 1.467, WPM_03
cod, cot, F, 1, 339071, 280.263, 1, 201, 86, B2, 1.45, WPM_03
cone, pyramid, S, 1, 342714, 283.274, 3, 202, 87, B2, 1.406, WPM_03
dart, dart, M, 1, 346359, 286.287, 4, 203, 88, B2, 1.374, WPM_03
cat, cat, M, 1, 349973, 289.274, 4, 203, 89, B2, 1.122, WPM_03
beet, bat, V, 1, 353366, 292.079, 2, 201, 90, B2, 1.213, WPM_03
bad, bag, F, 1, 356806, 294.922, 1, 201, 91, B2, 1.356, WPM_03
type, handwrite, S, 1, 360395, 297.889, 3, 202, 92, B2, 1.299, WPM_03
gum, gum, M, 1, 363916, 300.799, 4, 203, 93, B2, 1.306, WPM_03
beg, peg, I, 1, 367444, 303.715, 1, 201, 94, B2, 1.504, WPM_03
pit, pit, M, 1, 371201, 306.82, 4, 203, 95, B2, 1.427, WPM_03
cop, cog, F, 1, 374853, 309.839, 1, 201, 96, B2, 1.239, WPM_03
den, den, M, 1, 378291, 312.681, 4, 203, 97, B2, 1.753, WPM_03
pig, cow, S, 1, 382353, 316.038, 3, 202, 98, B2, 1.307, WPM_03
calm, palm, I, 1, 385838, 318.919, 1, 201, 99, B2, 1.256, WPM_03
tag, tag, M, 1, 389272, 321.757, 4, 203, 100, B2, 1.349, WPM_03